 811	64	 20.13%	 94492	94.492%
 812	71	 22.33%	 94563	94.563%
 813	78	 24.53%	 94641	94.641%
 814	55	  17.3%	 94696	94.696%
 815	79	 24.84%	 94775	94.775%
 816	57	 17.92%	 94832	94.832%
 817	57	 17.92%	 94889	94.889%
 818	52	 16.35%	 94941	94.941%
 819	62	  19.5%	 95003	95.003%
 820	58	 18.24%	 95061	95.061%
 821	38	 11.95%	 95099	95.099%
 822	53	 16.67%	 95152	95.152%
 823	74	 23.27%	 95226	95.226%
 824	67	 21.07%	 95293	95.293%
 825	64	 20.13%	 95357	95.357%
 826	53	 16.67%	 95410	95.41%
 827	63	 19.81%	 95473	95.473%
 828	53	 16.67%	 95526	95.526%
 829	52	 16.35%	 95578	95.578%
 830	51	 16.04%	 95629	95.629%
 831	54	 16.98%	 95683	95.683%
 832	62	  19.5%	 95745	95.745%
 833	63	 19.81%	 95808	95.808%
 834	52	 16.35%	 95860	95.86%
 835	51	 16.04%	 95911	95.911%
 836	50	 15.72%	 95961	95.961%
 837	60	 18.87%	 96021	96.021%
 838	39	 12.26%	 96060	96.06%
 839	47	 14.78%	 96107	96.107%
 840	57	 17.92%	 96164	96.164%
 841	49	 15.41%	 96213	96.213%
 842	55	  17.3%	 96268	96.268%
 843	50	 15.72%	 96318	96.318%
 844	59	 18.55%	 96377	96.377%
 845	57	 17.92%	 96434	96.434%
 846	56	 17.61%	 96490	96.49%
 847	37	 11.64%	 96527	96.527%
 848	42	 13.21%	 96569	96.569%
 849	44	 13.84%	 96613	96.613%
 850	41	 12.89%	 96654	96.654%
 851	43	 13.52%	 96697	96.697%
 852	47	 14.78%	 96744	96.744%
 853	49	 15.41%	 96793	96.793%
 854	41	 12.89%	 96834	96.834%
 855	34	 10.69%	 96868	96.868%
 856	51	 16.04%	 96919	96.919%
 857	55	  17.3%	 96974	96.974%
 858	44	 13.84%	 97018	97.018%
 859	50	 15.72%	 97068	97.068%
 860	35	 11.01%	 97103	97.103%
 861	48	 15.09%	 97151	97.151%
 862	50	 15.72%	 97201	97.201%
 863	41	 12.89%	 97242	97.242%
 864	56	 17.61%	 97298	97.298%
 865	44	 13.84%	 97342	97.342%
 866	40	 12.58%	 97382	97.382%
 867	29	 9.119%	 97411	97.411%
 868	37	 11.64%	 97448	97.448%
 869	46	 14.47%	 97494	97.494%
 870	42	 13.21%	 97536	97.536%
 871	29	 9.119%	 97565	97.565%
 872	49	 15.41%	 97614	97.614%
 873	31	 9.748%	 97645	97.645%
 874	34	 10.69%	 97679	97.679%
 875	37	 11.64%	 97716	97.716%
 876	35	 11.01%	 97751	97.751%
 877	33	 10.38%	 97784	97.784%
 878	30	 9.434%	 97814	97.814%
 879	37	 11.64%	 97851	97.851%
 880	36	 11.32%	 97887	97.887%
 881	30	 9.434%	 97917	97.917%
 882	35	 11.01%	 97952	97.952%
 883	37	 11.64%	 97989	97.989%
 884	26	 8.176%	 98015	98.015%
 885	26	 8.176%	 98041	98.041%
 886	30	 9.434%	 98071	98.071%
 887	27	 8.491%	 98098	98.098%
 888	29	 9.119%	 98127	98.127%
 889	33	 10.38%	 98160	98.16%
 890	32	 10.06%	 98192	98.192%
 891	36	 11.32%	 98228	98.228%
 892	43	 13.52%	 98271	98.271%
 893	35	 11.01%	 98306	98.306%
 894	25	 7.862%	 98331	98.331%
 895	30	 9.434%	 98361	98.361%
 896	30	 9.434%	 98391	98.391%
 897	32	 10.06%	 98423	98.423%
 898	33	 10.38%	 98456	98.456%
 899	21	 6.604%	 98477	98.477%
 900	22	 6.918%	 98499	98.499%
 901	27	 8.491%	 98526	98.526%
 902	35	 11.01%	 98561	98.561%
 903	19	 5.975%	 98580	98.58%
 904	18	  5.66%	 98598	98.598%
 905	19	 5.975%	 98617	98.617%
 906	19	 5.975%	 98636	98.636%
 907	25	 7.862%	 98661	98.661%
 908	16	 5.031%	 98677	98.677%
 909	31	 9.748%	 98708	98.708%
 910	27	 8.491%	 98735	98.735%
 911	27	 8.491%	 98762	98.762%
 912	24	 7.547%	 98786	98.786%
 913	15	 4.717%	 98801	98.801%
 914	15	 4.717%	 98816	98.816%
 915	23	 7.233%	 98839	98.839%
 916	23	 7.233%	 98862	98.862%
 917	18	  5.66%	 98880	98.88%
 918	23	 7.233%	 98903	98.903%
 919	20	 6.289%	 98923	98.923%
 920	22	 6.918%	 98945	98.945%
 921	19	 5.975%	 98964	98.964%
 922	24	 7.547%	 98988	98.988%
 923	18	  5.66%	 99006	99.006%
 924	15	 4.717%	 99021	99.021%
 925	23	 7.233%	 99044	99.044%
 926	13	 4.088%	 99057	99.057%
 927	19	 5.975%	 99076	99.076%
 928	11	 3.459%	 99087	99.087%
 929	18	  5.66%	 99105	99.105%
 930	11	 3.459%	 99116	99.116%
 931	13	 4.088%	 99129	99.129%
 932	16	 5.031%	 99145	99.145%
 933	15	 4.717%	 99160	99.16%
 934	20	 6.289%	 99180	99.18%
 935	16	 5.031%	 99196	99.196%
 936	13	 4.088%	 99209	99.209%
 937	15	 4.717%	 99224	99.224%
 938	10	 3.145%	 99234	99.234%
 939	17	 5.346%	 99251	99.251%
 940	12	 3.774%	 99263	99.263%
 941	12	 3.774%	 99275	99.275%
 942	17	 5.346%	 99292	99.292%
 943	16	 5.031%	 99308	99.308%
 944	13	 4.088%	 99321	99.321%
 945	6	 1.887%	 99327	99.327%
 946	14	 4.403%	 99341	99.341%
 947	13	 4.088%	 99354	99.354%
 948	11	 3.459%	 99365	99.365%
 949	13	 4.088%	 99378	99.378%
 950	12	 3.774%	 99390	99.39%
 951	17	 5.346%	 99407	99.407%
 952	12	 3.774%	 99419	99.419%
 953	7	 2.201%	 99426	99.426%
 954	8	 2.516%	 99434	99.434%
 955	9	  2.83%	 99443	99.443%
 956	9	  2.83%	 99452	99.452%
 957	13	 4.088%	 99465	99.465%
 958	4	 1.258%	 99469	99.469%
 959	7	 2.201%	 99476	99.476%
 960	12	 3.774%	 99488	99.488%
 961	14	 4.403%	 99502	99.502%
 962	12	 3.774%	 99514	99.514%
 963	10	 3.145%	 99524	99.524%
 964	16	 5.031%	 99540	99.54%
 965	12	 3.774%	 99552	99.552%
 966	8	 2.516%	 99560	99.56%
 967	11	 3.459%	 99571	99.571%
 968	10	 3.145%	 99581	99.581%
 969	11	 3.459%	 99592	99.592%
 970	8	 2.516%	 99600	99.6%
 971	8	 2.516%	 99608	99.608%
 972	11	 3.459%	 99619	99.619%
 973	6	 1.887%	 99625	99.625%
 974	6	 1.887%	 99631	99.631%
 975	8	 2.516%	 99639	99.639%
 976	7	 2.201%	 99646	99.646%
 977	4	 1.258%	 99650	99.65%
 978	5	 1.572%	 99655	99.655%
 979	6	 1.887%	 99661	99.661%
 980	5	 1.572%	 99666	99.666%
 981	4	 1.258%	 99670	99.67%
 982	9	  2.83%	 99679	99.679%
 983	6	 1.887%	 99685	99.685%
 984	7	 2.201%	 99692	99.692%
 985	4	 1.258%	 99696	99.696%
 986	5	 1.572%	 99701	99.701%
 987	9	  2.83%	 99710	99.71%
 988	3	0.9434%	 99713	99.713%
 989	7	 2.201%	 99720	99.72%
 990	5	 1.572%	 99725	99.725%
 991	7	 2.201%	 99732	99.732%
 992	11	 3.459%	 99743	99.743%
 993	8	 2.516%	 99751	99.751%
 994	5	 1.572%	 99756	99.756%
 995	4	 1.258%	 99760	99.76%
 996	6	 1.887%	 99766	99.766%
 997	2	0.6289%	 99768	99.768%
 998	3	0.9434%	 99771	99.771%
 999	5	 1.572%	 99776	99.776%
1000	7	 2.201%	 99783	99.783%
1001	1	0.3145%	 99784	99.784%
1002	6	 1.887%	 99790	99.79%
1003	3	0.9434%	 99793	99.793%
1004	3	0.9434%	 99796	99.796%
1005	1	0.3145%	 99797	99.797%
1006	5	 1.572%	 99802	99.802%
1007	5	 1.572%	 99807	99.807%
1008	5	 1.572%	 99812	99.812%
1009	5	 1.572%	 99817	99.817%
1010	2	0.6289%	 99819	99.819%
1011	2	0.6289%	 99821	99.821%
1012	1	0.3145%	 99822	99.822%
1013	4	 1.258%	 99826	99.826%
1014	2	0.6289%	 99828	99.828%
1015	5	 1.572%	 99833	99.833%
1016	5	 1.572%	 99838	99.838%
1017	4	 1.258%	 99842	99.842%
1018	2	0.6289%	 99844	99.844%
1019	1	0.3145%	 99845	99.845%
1020	8	 2.516%	 99853	99.853%
1021	7	 2.201%	 99860	99.86%
1022	2	0.6289%	 99862	99.862%
1023	1	0.3145%	 99863	99.863%
1024	1	0.3145%	 99864	99.864%
1025	6	 1.887%	 99870	99.87%
1026	6	 1.887%	 99876	99.876%
1027	2	0.6289%	 99878	99.878%
1029	5	 1.572%	 99883	99.883%
1030	1	0.3145%	 99884	99.884%
1031	2	0.6289%	 99886	99.886%
1032	3	0.9434%	 99889	99.889%
1033	4	 1.258%	 99893	99.893%
1034	2	0.6289%	 99895	99.895%
1035	3	0.9434%	 99898	99.898%
1036	3	0.9434%	 99901	99.901%
1037	1	0.3145%	 99902	99.902%
1038	5	 1.572%	 99907	99.907%
1040	6	 1.887%	 99913	99.913%
1041	2	0.6289%	 99915	99.915%
1042	3	0.9434%	 99918	99.918%
1043	3	0.9434%	 99921	99.921%
1044	2	0.6289%	 99923	99.923%
1045	2	0.6289%	 99925	99.925%
1047	4	 1.258%	 99929	99.929%
1048	2	0.6289%	 99931	99.931%
1049	1	0.3145%	 99932	99.932%
1052	3	0.9434%	 99935	99.935%
1053	1	0.3145%	 99936	99.936%
1054	1	0.3145%	 99937	99.937%
1055	2	0.6289%	 99939	99.939%
1056	1	0.3145%	 99940	99.94%
1057	2	0.6289%	 99942	99.942%
1058	2	0.6289%	 99944	99.944%
1060	2	0.6289%	 99946	99.946%
1062	4	 1.258%	 99950	99.95%
1063	1	0.3145%	 99951	99.951%
1065	1	0.3145%	 99952	99.952%
1070	3	0.9434%	 99955	99.955%
1071	2	0.6289%	 99957	99.957%
1072	2	0.6289%	 99959	99.959%
1075	1	0.3145%	 99960	99.96%
1076	3	0.9434%	 99963	99.963%
1078	1	0.3145%	 99964	99.964%
1079	1	0.3145%	 99965	99.965%
1080	2	0.6289%	 99967	99.967%
1081	2	0.6289%	 99969	99.969%
1083	1	0.3145%	 99970	99.97%
1085	2	0.6289%	 99972	99.972%
1086	1	0.3145%	 99973	99.973%
1087	1	0.3145%	 99974	99.974%
1088	2	0.6289%	 99976	99.976%
1090	1	0.3145%	 99977	99.977%
1093	2	0.6289%	 99979	99.979%
1094	1	0.3145%	 99980	99.98%
1096	1	0.3145%	 99981	99.981%
1097	1	0.3145%	 99982	99.982%
1098	1	0.3145%	 99983	99.983%
1102	1	0.3145%	 99984	99.984%
1104	1	0.3145%	 99985	99.985%
1106	1	0.3145%	 99986	99.986%
1108	1	0.3145%	 99987	99.987%
1111	1	0.3145%	 99988	99.988%
1114	1	0.3145%	 99989	99.989%
1121	1	0.3145%	 99990	99.99%
1132	1	0.3145%	 99991	99.991%
1133	1	0.3145%	 99992	99.992%
1140	1	0.3145%	 99993	99.993%
1144	1	0.3145%	 99994	99.994%
1159	1	0.3145%	 99995	99.995%
1174	2	0.6289%	 99997	99.997%
1184	1	0.3145%	 99998	99.998%
1202	1	0.3145%	 99999	99.999%
1211	1	0.3145%	100000	100%
