 293	103	 32.39%	  6698	6.698%
 294	83	  26.1%	  6781	6.781%
 295	91	 28.62%	  6872	6.872%
 296	116	 36.48%	  6988	6.988%
 297	107	 33.65%	  7095	7.095%
 298	134	 42.14%	  7229	7.229%
 299	124	 38.99%	  7353	7.353%
 300	120	 37.74%	  7473	7.473%
 301	109	 34.28%	  7582	7.582%
 302	123	 38.68%	  7705	7.705%
 303	91	 28.62%	  7796	7.796%
 304	105	 33.02%	  7901	7.901%
 305	98	 30.82%	  7999	7.999%
 306	85	 26.73%	  8084	8.084%
 307	107	 33.65%	  8191	8.191%
 308	99	 31.13%	  8290	8.29%
 309	118	 37.11%	  8408	8.408%
 310	103	 32.39%	  8511	8.511%
 311	121	 38.05%	  8632	8.632%
 312	147	 46.23%	  8779	8.779%
 313	138	  43.4%	  8917	8.917%
 314	125	 39.31%	  9042	9.042%
 315	163	 51.26%	  9205	9.205%
 316	125	 39.31%	  9330	9.33%
 317	149	 46.86%	  9479	9.479%
 318	92	 28.93%	  9571	9.571%
 319	119	 37.42%	  9690	9.69%
 320	99	 31.13%	  9789	9.789%
 321	117	 36.79%	  9906	9.906%
 322	112	 35.22%	 10018	10.018%
 323	85	 26.73%	 10103	10.103%
 324	106	 33.33%	 10209	10.209%
 325	124	 38.99%	 10333	10.333%
 326	118	 37.11%	 10451	10.451%
 327	129	 40.57%	 10580	10.58%
 328	174	 54.72%	 10754	10.754%
 329	149	 46.86%	 10903	10.903%
 330	186	 58.49%	 11089	11.089%
 331	137	 43.08%	 11226	11.226%
 332	136	 42.77%	 11362	11.362%
 333	124	 38.99%	 11486	11.486%
 334	128	 40.25%	 11614	11.614%
 335	110	 34.59%	 11724	11.724%
 336	101	 31.76%	 11825	11.825%
 337	121	 38.05%	 11946	11.946%
 338	107	 33.65%	 12053	12.053%
 339	112	 35.22%	 12165	12.165%
 340	134	 42.14%	 12299	12.299%
 341	145	  45.6%	 12444	12.444%
 342	152	  47.8%	 12596	12.596%
 343	155	 48.74%	 12751	12.751%
 344	159	    50%	 12910	12.91%
 345	189	 59.43%	 13099	13.099%
 346	154	 48.43%	 13253	13.253%
 347	172	 54.09%	 13425	13.425%
 348	163	 51.26%	 13588	13.588%
 349	153	 48.11%	 13741	13.741%
 350	129	 40.57%	 13870	13.87%
 351	138	  43.4%	 14008	14.008%
 352	139	 43.71%	 14147	14.147%
 353	132	 41.51%	 14279	14.279%
 354	125	 39.31%	 14404	14.404%
 355	145	  45.6%	 14549	14.549%
 356	135	 42.45%	 14684	14.684%
 357	146	 45.91%	 14830	14.83%
 358	147	 46.23%	 14977	14.977%
 359	121	 38.05%	 15098	15.098%
 360	156	 49.06%	 15254	15.254%
 361	146	 45.91%	 15400	15.4%
 362	185	 58.18%	 15585	15.585%
 363	163	 51.26%	 15748	15.748%
 364	146	 45.91%	 15894	15.894%
 365	157	 49.37%	 16051	16.051%
 366	149	 46.86%	 16200	16.2%
 367	121	 38.05%	 16321	16.321%
 368	122	 38.36%	 16443	16.443%
 369	146	 45.91%	 16589	16.589%
 370	164	 51.57%	 16753	16.753%
 371	145	  45.6%	 16898	16.898%
 372	139	 43.71%	 17037	17.037%
 373	152	  47.8%	 17189	17.189%
 374	143	 44.97%	 17332	17.332%
 375	147	 46.23%	 17479	17.479%
 376	137	 43.08%	 17616	17.616%
 377	161	 50.63%	 17777	17.777%
 378	158	 49.69%	 17935	17.935%
 379	155	 48.74%	 18090	18.09%
 380	188	 59.12%	 18278	18.278%
 381	191	 60.06%	 18469	18.469%
 382	164	 51.57%	 18633	18.633%
 383	170	 53.46%	 18803	18.803%
 384	183	 57.55%	 18986	18.986%
 385	192	 60.38%	 19178	19.178%
 386	153	 48.11%	 19331	19.331%
 387	140	 44.03%	 19471	19.471%
 388	176	 55.35%	 19647	19.647%
 389	148	 46.54%	 19795	19.795%
 390	156	 49.06%	 19951	19.951%
 391	140	 44.03%	 20091	20.091%
 392	173	  54.4%	 20264	20.264%
 393	162	 50.94%	 20426	20.426%
 394	178	 55.97%	 20604	20.604%
 395	185	 58.18%	 20789	20.789%
 396	167	 52.52%	 20956	20.956%
 397	180	  56.6%	 21136	21.136%
 398	180	  56.6%	 21316	21.316%
 399	187	 58.81%	 21503	21.503%
 400	180	  56.6%	 21683	21.683%
 401	192	 60.38%	 21875	21.875%
 402	175	 55.03%	 22050	22.05%
 403	141	 44.34%	 22191	22.191%
 404	136	 42.77%	 22327	22.327%
 405	155	 48.74%	 22482	22.482%
 406	141	 44.34%	 22623	22.623%
 407	172	 54.09%	 22795	22.795%
 408	165	 51.89%	 22960	22.96%
 409	161	 50.63%	 23121	23.121%
 410	164	 51.57%	 23285	23.285%
 411	176	 55.35%	 23461	23.461%
 412	147	 46.23%	 23608	23.608%
 413	210	 66.04%	 23818	23.818%
 414	190	 59.75%	 24008	24.008%
 415	189	 59.43%	 24197	24.197%
 416	224	 70.44%	 24421	24.421%
 417	194	 61.01%	 24615	24.615%
 418	219	 68.87%	 24834	24.834%
 419	163	 51.26%	 24997	24.997%
 420	161	 50.63%	 25158	25.158%
 421	136	 42.77%	 25294	25.294%
 422	154	 48.43%	 25448	25.448%
 423	129	 40.57%	 25577	25.577%
 424	143	 44.97%	 25720	25.72%
 425	153	 48.11%	 25873	25.873%
 426	194	 61.01%	 26067	26.067%
 427	147	 46.23%	 26214	26.214%
 428	185	 58.18%	 26399	26.399%
 429	152	  47.8%	 26551	26.551%
 430	218	 68.55%	 26769	26.769%
 431	230	 72.33%	 26999	26.999%
 432	202	 63.52%	 27201	27.201%
 433	196	 61.64%	 27397	27.397%
 434	184	 57.86%	 27581	27.581%
 435	142	 44.65%	 27723	27.723%
 436	150	 47.17%	 27873	27.873%
 437	177	 55.66%	 28050	28.05%
 438	164	 51.57%	 28214	28.214%
 439	160	 50.31%	 28374	28.374%
 440	180	  56.6%	 28554	28.554%
 441	183	 57.55%	 28737	28.737%
 442	192	 60.38%	 28929	28.929%
 443	214	  67.3%	 29143	29.143%
 444	174	 54.72%	 29317	29.317%
 445	170	 53.46%	 29487	29.487%
 446	204	 64.15%	 29691	29.691%
 447	200	 62.89%	 29891	29.891%
 448	187	 58.81%	 30078	30.078%
 449	200	 62.89%	 30278	30.278%
 450	146	 45.91%	 30424	30.424%
 451	164	 51.57%	 30588	30.588%
 452	155	 48.74%	 30743	30.743%
 453	137	 43.08%	 30880	30.88%
 454	165	 51.89%	 31045	31.045%
 455	203	 63.84%	 31248	31.248%
 456	164	 51.57%	 31412	31.412%
 457	169	 53.14%	 31581	31.581%
 458	217	 68.24%	 31798	31.798%
 459	167	 52.52%	 31965	31.965%
 460	199	 62.58%	 32164	32.164%
 461	173	  54.4%	 32337	32.337%
 462	213	 66.98%	 32550	32.55%
 463	213	 66.98%	 32763	32.763%
 464	191	 60.06%	 32954	32.954%
 465	229	 72.01%	 33183	33.183%
 466	194	 61.01%	 33377	33.377%
 467	202	 63.52%	 33579	33.579%
 468	168	 52.83%	 33747	33.747%
 469	198	 62.26%	 33945	33.945%
 470	196	 61.64%	 34141	34.141%
 471	163	 51.26%	 34304	34.304%
 472	200	 62.89%	 34504	34.504%
 473	199	 62.58%	 34703	34.703%
 474	172	 54.09%	 34875	34.875%
 475	200	 62.89%	 35075	35.075%
 476	153	 48.11%	 35228	35.228%
 477	212	 66.67%	 35440	35.44%
 478	201	 63.21%	 35641	35.641%
 479	225	 70.75%	 35866	35.866%
 480	252	 79.25%	 36118	36.118%
 481	203	 63.84%	 36321	36.321%
 482	212	 66.67%	 36533	36.533%
 483	185	 58.18%	 36718	36.718%
 484	203	 63.84%	 36921	36.921%
 485	245	 77.04%	 37166	37.166%
 486	189	 59.43%	 37355	37.355%
 487	196	 61.64%	 37551	37.551%
 488	228	  71.7%	 37779	37.779%
 489	204	 64.15%	 37983	37.983%
 490	203	 63.84%	 38186	38.186%
 491	168	 52.83%	 38354	38.354%
 492	199	 62.58%	 38553	38.553%
 493	196	 61.64%	 38749	38.749%
 494	226	 71.07%	 38975	38.975%
 495	246	 77.36%	 39221	39.221%
 496	218	 68.55%	 39439	39.439%
 497	210	 66.04%	 39649	39.649%
 498	207	 65.09%	 39856	39.856%
 499	200	 62.89%	 40056	40.056%
 500	230	 72.33%	 40286	40.286%
 501	219	 68.87%	 40505	40.505%
 502	204	 64.15%	 40709	40.709%
 503	217	 68.24%	 40926	40.926%
 504	189	 59.43%	 41115	41.115%
 505	194	 61.01%	 41309	41.309%
 506	185	 58.18%	 41494	41.494%
 507	194	 61.01%	 41688	41.688%
 508	206	 64.78%	 41894	41.894%
 509	202	 63.52%	 42096	42.096%
 510	231	 72.64%	 42327	42.327%
 511	252	 79.25%	 42579	42.579%
 512	219	 68.87%	 42798	42.798%
 513	269	 84.59%	 43067	43.067%
 514	267	 83.96%	 43334	43.334%
 515	215	 67.61%	 43549	43.549%
 516	256	  80.5%	 43805	43.805%
 517	230	 72.33%	 44035	44.035%
 518	284	 89.31%	 44319	44.319%
 519	216	 67.92%	 44535	44.535%
 520	208	 65.41%	 44743	44.743%
 521	205	 64.47%	 44948	44.948%
 522	168	 52.83%	 45116	45.116%
 523	216	 67.92%	 45332	45.332%
 524	218	 68.55%	 45550	45.55%
 525	224	 70.44%	 45774	45.774%
 526	199	 62.58%	 45973	45.973%
 527	236	 74.21%	 46209	46.209%
 528	225	 70.75%	 46434	46.434%
 529	225	 70.75%	 46659	46.659%
 530	261	 82.08%	 46920	46.92%
 531	278	 87.42%	 47198	47.198%
 532	214	  67.3%	 47412	47.412%
 533	250	 78.62%	 47662	47.662%
 534	245	 77.04%	 47907	47.907%
 535	280	 88.05%	 48187	48.187%
 536	242	  76.1%	 48429	48.429%
 537	261	 82.08%	 48690	48.69%
 538	229	 72.01%	 48919	48.919%
 539	201	 63.21%	 49120	49.12%
 540	247	 77.67%	 49367	49.367%
 541	220	 69.18%	 49587	49.587%
 542	221	  69.5%	 49808	49.808%
 543	233	 73.27%	 50041	50.041%
 544	207	 65.09%	 50248	50.248%
 545	198	 62.26%	 50446	50.446%
 546	241	 75.79%	 50687	50.687%
 547	253	 79.56%	 50940	50.94%
 548	318	   100%	 51258	51.258%
 549	262	 82.39%	 51520	51.52%
 550	243	 76.42%	 51763	51.763%
 551	303	 95.28%	 52066	52.066%
 552	234	 73.58%	 52300	52.3%
 553	245	 77.04%	 52545	52.545%
 554	246	 77.36%	 52791	52.791%
 555	232	 72.96%	 53023	53.023%
 556	197	 61.95%	 53220	53.22%
 557	212	 66.67%	 53432	53.432%
 558	196	 61.64%	 53628	53.628%
 559	215	 67.61%	 53843	53.843%
 560	275	 86.48%	 54118	54.118%
 561	268	 84.28%	 54386	54.386%
 562	223	 70.13%	 54609	54.609%
 563	229	 72.01%	 54838	54.838%
 564	218	 68.55%	 55056	55.056%
 565	264	 83.02%	 55320	55.32%
 566	298	 93.71%	 55618	55.618%
 567	249	  78.3%	 55867	55.867%
 568	256	  80.5%	 56123	56.123%
 569	224	 70.44%	 56347	56.347%
 570	276	 86.79%	 56623	56.623%
 571	226	 71.07%	 56849	56.849%
 572	242	  76.1%	 57091	57.091%
 573	253	 79.56%	 57344	57.344%
 574	209	 65.72%	 57553	57.553%
 575	233	 73.27%	 57786	57.786%
 576	250	 78.62%	 58036	58.036%
 577	235	  73.9%	 58271	58.271%
 578	289	 90.88%	 58560	58.56%
 579	246	 77.36%	 58806	58.806%
 580	228	  71.7%	 59034	59.034%
 581	207	 65.09%	 59241	59.241%
 582	244	 76.73%	 59485	59.485%
 583	275	 86.48%	 59760	59.76%
 584	251	 78.93%	 60011	60.011%
 585	240	 75.47%	 60251	60.251%
 586	211	 66.35%	 60462	60.462%
 587	228	  71.7%	 60690	60.69%
 588	248	 77.99%	 60938	60.938%
 589	223	 70.13%	 61161	61.161%
 590	245	 77.04%	 61406	61.406%
 591	204	 64.15%	 61610	61.61%
 592	227	 71.38%	 61837	61.837%
 593	210	 66.04%	 62047	62.047%
 594	213	 66.98%	 62260	62.26%
 595	257	 80.82%	 62517	62.517%
 596	244	 76.73%	 62761	62.761%
 597	231	 72.64%	 62992	62.992%
 598	231	 72.64%	 63223	63.223%
 599	213	 66.98%	 63436	63.436%
 600	259	 81.45%	 63695	63.695%
 601	246	 77.36%	 63941	63.941%
 602	243	 76.42%	 64184	64.184%
 603	250	 78.62%	 64434	64.434%
 604	210	 66.04%	 64644	64.644%
 605	256	  80.5%	 64900	64.9%
 606	276	 86.79%	 65176	65.176%
 607	241	 75.79%	 65417	65.417%
 608	263	  82.7%	 65680	65.68%
 609	207	 65.09%	 65887	65.887%
 610	192	 60.38%	 66079	66.079%
 611	202	 63.52%	 66281	66.281%
 612	209	 65.72%	 66490	66.49%
 613	266	 83.65%	 66756	66.756%
 614	210	 66.04%	 66966	66.966%
 615	236	 74.21%	 67202	67.202%
 616	189	 59.43%	 67391	67.391%
 617	213	 66.98%	 67604	67.604%
 618	220	 69.18%	 67824	67.824%
 619	231	 72.64%	 68055	68.055%
 620	241	 75.79%	 68296	68.296%
 621	234	 73.58%	 68530	68.53%
 622	231	 72.64%	 68761	68.761%
 623	199	 62.58%	 68960	68.96%
 624	183	 57.55%	 69143	69.143%
 625	218	 68.55%	 69361	69.361%
 626	197	 61.95%	 69558	69.558%
 627	165	 51.89%	 69723	69.723%
 628	199	 62.58%	 69922	69.922%
 629	187	 58.81%	 70109	70.109%
 630	211	 66.35%	 70320	70.32%
 631	222	 69.81%	 70542	70.542%
 632	189	 59.43%	 70731	70.731%
 633	218	 68.55%	 70949	70.949%
 634	194	 61.01%	 71143	71.143%
 635	223	 70.13%	 71366	71.366%
 636	229	 72.01%	 71595	71.595%
 637	209	 65.72%	 71804	71.804%
 638	230	 72.33%	 72034	72.034%
 639	194	 61.01%	 72228	72.228%
 640	203	 63.84%	 72431	72.431%
 641	169	 53.14%	 72600	72.6%
 642	197	 61.95%	 72797	72.797%
 643	167	 52.52%	 72964	72.964%
 644	181	 56.92%	 73145	73.145%
 645	177	 55.66%	 73322	73.322%
 646	198	 62.26%	 73520	73.52%
 647	166	  52.2%	 73686	73.686%
 648	213	 66.98%	 73899	73.899%
 649	190	 59.75%	 74089	74.089%
 650	202	 63.52%	 74291	74.291%
 651	201	 63.21%	 74492	74.492%
 652	185	 58.18%	 74677	74.677%
 653	213	 66.98%	 74890	74.89%
 654	207	 65.09%	 75097	75.097%
 655	192	 60.38%	 75289	75.289%
 656	163	 51.26%	 75452	75.452%
 657	179	 56.29%	 75631	75.631%
 658	169	 53.14%	 75800	75.8%
 659	178	 55.97%	 75978	75.978%
 660	208	 65.41%	 76186	76.186%
 661	177	 55.66%	 76363	76.363%
 662	192	 60.38%	 76555	76.555%
 663	167	 52.52%	 76722	76.722%
 664	151	 47.48%	 76873	76.873%
 665	158	 49.69%	 77031	77.031%
 666	163	 51.26%	 77194	77.194%
 667	170	 53.46%	 77364	77.364%
 668	172	 54.09%	 77536	77.536%
 669	166	  52.2%	 77702	77.702%
 670	161	 50.63%	 77863	77.863%
 671	165	 51.89%	 78028	78.028%
 672	148	 46.54%	 78176	78.176%
 673	183	 57.55%	 78359	78.359%
 674	165	 51.89%	 78524	78.524%
 675	202	 63.52%	 78726	78.726%
 676	182	 57.23%	 78908	78.908%
 677	149	 46.86%	 79057	79.057%
 678	166	  52.2%	 79223	79.223%
 679	167	 52.52%	 79390	79.39%
 680	181	 56.92%	 79571	79.571%
 681	148	 46.54%	 79719	79.719%
 682	140	 44.03%	 79859	79.859%
 683	192	 60.38%	 80051	80.051%
 684	170	 53.46%	 80221	80.221%
 685	166	  52.2%	 80387	80.387%
 686	148	 46.54%	 80535	80.535%
 687	124	 38.99%	 80659	80.659%
 688	170	 53.46%	 80829	80.829%
 689	162	 50.94%	 80991	80.991%
 690	171	 53.77%	 81162	81.162%
 691	180	  56.6%	 81342	81.342%
 692	162	 50.94%	 81504	81.504%
 693	166	  52.2%	 81670	81.67%
 694	135	 42.45%	 81805	81.805%
 695	174	 54.72%	 81979	81.979%
 696	140	 44.03%	 82119	82.119%
 697	146	 45.91%	 82265	82.265%
 698	144	 45.28%	 82409	82.409%
 699	126	 39.62%	 82535	82.535%
 700	159	    50%	 82694	82.694%
 701	132	 41.51%	 82826	82.826%
 702	144	 45.28%	 82970	82.97%
 703	178	 55.97%	 83148	83.148%
 704	140	 44.03%	 83288	83.288%
 705	172	 54.09%	 83460	83.46%
 706	183	 57.55%	 83643	83.643%
 707	161	 50.63%	 83804	83.804%
 708	204	 64.15%	 84008	84.008%
 709	150	 47.17%	 84158	84.158%
 710	139	 43.71%	 84297	84.297%
 711	135	 42.45%	 84432	84.432%
 712	118	 37.11%	 84550	84.55%
 713	177	 55.66%	 84727	84.727%
 714	129	 40.57%	 84856	84.856%
 715	151	 47.48%	 85007	85.007%
 716	134	 42.14%	 85141	85.141%
 717	120	 37.74%	 85261	85.261%
 718	125	 39.31%	 85386	85.386%
 719	118	 37.11%	 85504	85.504%
 720	130	 40.88%	 85634	85.634%
 721	101	 31.76%	 85735	85.735%
 722	134	 42.14%	 85869	85.869%
 723	134	 42.14%	 86003	86.003%
 724	98	 30.82%	 86101	86.101%
 725	126	 39.62%	 86227	86.227%
 726	122	 38.36%	 86349	86.349%
 727	111	 34.91%	 86460	86.46%
 728	124	 38.99%	 86584	86.584%
 729	124	 38.99%	 86708	86.708%
 730	145	  45.6%	 86853	86.853%
 731	121	 38.05%	 86974	86.974%
 732	127	 39.94%	 87101	87.101%
 733	123	 38.68%	 87224	87.224%
 734	101	 31.76%	 87325	87.325%
 735	122	 38.36%	 87447	87.447%
 736	126	 39.62%	 87573	87.573%
 737	115	 36.16%	 87688	87.688%
 738	140	 44.03%	 87828	87.828%
 739	93	 29.25%	 87921	87.921%
 740	126	 39.62%	 88047	88.047%
 741	113	 35.53%	 88160	88.16%
 742	115	 36.16%	 88275	88.275%
 743	96	 30.19%	 88371	88.371%
 744	118	 37.11%	 88489	88.489%
 745	128	 40.25%	 88617	88.617%
 746	90	  28.3%	 88707	88.707%
 747	106	 33.33%	 88813	88.813%
 748	78	 24.53%	 88891	88.891%
 749	99	 31.13%	 88990	88.99%
 750	126	 39.62%	 89116	89.116%
 751	115	 36.16%	 89231	89.231%
 752	116	 36.48%	 89347	89.347%
 753	103	 32.39%	 89450	89.45%
 754	106	 33.33%	 89556	89.556%
 755	111	 34.91%	 89667	89.667%
 756	93	 29.25%	 89760	89.76%
 757	116	 36.48%	 89876	89.876%
 758	92	 28.93%	 89968	89.968%
 759	120	 37.74%	 90088	90.088%
 760	116	 36.48%	 90204	90.204%
 761	111	 34.91%	 90315	90.315%
 762	112	 35.22%	 90427	90.427%
 763	133	 41.82%	 90560	90.56%
 764	97	  30.5%	 90657	90.657%
 765	113	 35.53%	 90770	90.77%
 766	85	 26.73%	 90855	90.855%
 767	92	 28.93%	 90947	90.947%
 768	102	 32.08%	 91049	91.049%
 769	78	 24.53%	 91127	91.127%
 770	99	 31.13%	 91226	91.226%
 771	83	  26.1%	 91309	91.309%
 772	94	 29.56%	 91403	91.403%
 773	82	 25.79%	 91485	91.485%
 774	97	  30.5%	 91582	91.582%
 775	99	 31.13%	 91681	91.681%
 776	92	 28.93%	 91773	91.773%
 777	106	 33.33%	 91879	91.879%
 778	73	 22.96%	 91952	91.952%
 779	69	  21.7%	 92021	92.021%
 780	79	 24.84%	 92100	92.1%
 781	81	 25.47%	 92181	92.181%
 782	109	 34.28%	 92290	92.29%
 783	75	 23.58%	 92365	92.365%
 784	91	 28.62%	 92456	92.456%
 785	85	 26.73%	 92541	92.541%
 786	66	 20.75%	 92607	92.607%
 787	76	  23.9%	 92683	92.683%
 788	86	 27.04%	 92769	92.769%
 789	71	 22.33%	 92840	92.84%
 790	90	  28.3%	 92930	92.93%
 791	84	 26.42%	 93014	93.014%
 792	98	 30.82%	 93112	93.112%
 793	82	 25.79%	 93194	93.194%
 794	81	 25.47%	 93275	93.275%
 795	75	 23.58%	 93350	93.35%
 796	74	 23.27%	 93424	93.424%
 797	69	  21.7%	 93493	93.493%
 798	72	 22.64%	 93565	93.565%
 799	81	 25.47%	 93646	93.646%
 800	64	 20.13%	 93710	93.71%
 801	78	 24.53%	 93788	93.788%
 802	46	 14.47%	 93834	93.834%
 803	53	 16.67%	 93887	93.887%
 804	56	 17.61%	 93943	93.943%
 805	95	 29.87%	 94038	94.038%
 806	84	 26.42%	 94122	94.122%
 807	60	 18.87%	 94182	94.182%
 808	89	 27.99%	 94271	94.271%
 809	77	 24.21%	 94348	94.348%
 810	80	 25.16%	 94428	94.428%
